,reaction_id,min_flux,max_flux
EX_cyan_e_medium,EX_cyan_e_medium,-513.2294760357141,0.0
EX_dhap_e_medium,EX_dhap_e_medium,-1000.0,1000.0
EX_dtmp_e_medium,EX_dtmp_e_medium,-1000.0,0.0
EX_fe2_e_medium,EX_fe2_e_medium,-1000.0,1000.0
EX_fe3_e_medium,EX_fe3_e_medium,-1000.0,1000.0
EX_fe3pyovd_kt_e_medium,EX_fe3pyovd_kt_e_medium,-1000.0,1000.0
EX_fol_e_medium,EX_fol_e_medium,-0.0006690000000000029,0.0
EX_for_e_medium,EX_for_e_medium,-1000.0,1000.0
EX_fum_e_medium,EX_fum_e_medium,-1000.0,1000.0
EX_gam6p_e_medium,EX_gam6p_e_medium,-258.9857476222222,1000.0
EX_glu__D_e_medium,EX_glu__D_e_medium,-0.10231450000000002,0.0
EX_glu__L_e_medium,EX_glu__L_e_medium,-1000.0,1000.0
EX_glutar_e_medium,EX_glutar_e_medium,-304.9138576621618,0.0
EX_glyclt_e_medium,EX_glyclt_e_medium,-999.9999000000001,1000.0
EX_gthox_e_medium,EX_gthox_e_medium,-319.60020812500005,0.0
EX_gua_e_medium,EX_gua_e_medium,-261.99886972727285,240.0236892499999
EX_h2o_e_medium,EX_h2o_e_medium,-1000.0,1000.0
EX_h2s_e_medium,EX_h2s_e_medium,-1000.0,1000.0
EX_h_e_medium,EX_h_e_medium,-1000.0,1000.0
EX_his__L_e_medium,EX_his__L_e_medium,-928.8956443709678,0.0
EX_ile__L_e_medium,EX_ile__L_e_medium,-1000.0,0.0
EX_k_e_medium,EX_k_e_medium,-0.195193,-0.195193
EX_leu__L_e_medium,EX_leu__L_e_medium,-1000.0,0.0
EX_lys__L_e_medium,EX_lys__L_e_medium,-935.1598153734175,0.0
EX_man6p_e_medium,EX_man6p_e_medium,-500.000808375,0.0
EX_met__L_e_medium,EX_met__L_e_medium,-1000.0,0.0
EX_mevR_e_medium,EX_mevR_e_medium,-0.0008,0.0
EX_mg2_e_medium,EX_mg2_e_medium,-0.008675,-0.008675
EX_mn2_e_medium,EX_mn2_e_medium,-0.000691,-0.000691
EX_na1_e_medium,EX_na1_e_medium,0.0,0.0
EX_nh4_e_medium,EX_nh4_e_medium,-1000.0,1000.0
EX_nmn_e_medium,EX_nmn_e_medium,-1000.0,0.0
EX_o2_e_medium,EX_o2_e_medium,-1000.0,970.6798438750008
EX_orn_e_medium,EX_orn_e_medium,-971.70272075,1000.0
EX_ppap_e_medium,EX_ppap_e_medium,0.0,1000.0
EX_pydam_e_medium,EX_pydam_e_medium,-0.00037166666666666663,0.0
EX_pyovd_kt_e_medium,EX_pyovd_kt_e_medium,-1000.0,1000.0
EX_quin_e_medium,EX_quin_e_medium,-67.1689823720931,0.0
EX_ribflv_e_medium,EX_ribflv_e_medium,-1000.0,0.0
EX_ser__L_e_medium,EX_ser__L_e_medium,-1000.0,1000.0
EX_tcynt_e_medium,EX_tcynt_e_medium,0.0,513.2294760357137
EX_thm_e_medium,EX_thm_e_medium,-0.000223,315.62657481562496
EX_thr__L_e_medium,EX_thr__L_e_medium,-1000.0,0.0
EX_thym_e_medium,EX_thym_e_medium,-735.1844467187505,1000.0
EX_tre_e_medium,EX_tre_e_medium,-1000.0,0.0
EX_trp__L_e_medium,EX_trp__L_e_medium,-960.1327523333333,0.0
EX_uaccg_e_medium,EX_uaccg_e_medium,-0.330795,0.0
EX_udcpp_e_medium,EX_udcpp_e_medium,-0.1,1000.0
EX_ump_e_medium,EX_ump_e_medium,-1000.0,0.0
EX_ura_e_medium,EX_ura_e_medium,-771.5077833703704,1000.0
EX_val__L_e_medium,EX_val__L_e_medium,-1000.0,0.0
EX_zn2_e_medium,EX_zn2_e_medium,-0.0003410000000000357,-0.0003410000000000357
Gb1bin17_TF_26dap__M_e_Gb1bin17_C_e,Gb1bin17_TF_26dap__M_e_Gb1bin17_C_e,-0.1,0.0
Gb1bin17_TF_2obut_e_Gb1bin17_C_e,Gb1bin17_TF_2obut_e_Gb1bin17_C_e,-500.82643325000004,0.0
Gb1bin17_TF_R_3hhxa_e_Gb1bin17_C_e,Gb1bin17_TF_R_3hhxa_e_Gb1bin17_C_e,0.0,499.98925866666707
Gb1bin17_TF_ac_e_Gb1bin17_C_e,Gb1bin17_TF_ac_e_Gb1bin17_C_e,0.0,1000.0
Gb1bin17_TF_acald_e_Gb1bin17_C_e,Gb1bin17_TF_acald_e_Gb1bin17_C_e,-1000.0,1000.0
Gb1bin17_TF_acmana_e_Gb1bin17_C_e,Gb1bin17_TF_acmana_e_Gb1bin17_C_e,-0.1,0.0
Gb1bin17_TF_ala_L_glu__L_e_Gb1bin17_C_e,Gb1bin17_TF_ala_L_glu__L_e_Gb1bin17_C_e,-0.6136889999999999,0.0
Gb1bin17_TF_alaala_e_Gb1bin17_C_e,Gb1bin17_TF_alaala_e_Gb1bin17_C_e,-0.1,0.0
Gb1bin17_TF_ca2_e_Gb1bin17_C_e,Gb1bin17_TF_ca2_e_Gb1bin17_C_e,-0.005205,0.0
Gb1bin17_TF_cell4_e_Gb1bin17_C_e,Gb1bin17_TF_cell4_e_Gb1bin17_C_e,0.0,229.2631982123654
Gb1bin17_TF_cgly_e_Gb1bin17_C_e,Gb1bin17_TF_cgly_e_Gb1bin17_C_e,-0.09158,0.0
Gb1bin17_TF_chor_e_Gb1bin17_C_e,Gb1bin17_TF_chor_e_Gb1bin17_C_e,-9.999999999998899e-05,0.0
Gb1bin17_TF_cit_e_Gb1bin17_C_e,Gb1bin17_TF_cit_e_Gb1bin17_C_e,-0.195193,0.0
Gb1bin17_TF_cl_e_Gb1bin17_C_e,Gb1bin17_TF_cl_e_Gb1bin17_C_e,-0.005205,0.0
Gb1bin17_TF_cmp_e_Gb1bin17_C_e,Gb1bin17_TF_cmp_e_Gb1bin17_C_e,-0.33079499999999995,0.0
Gb1bin17_TF_co2_e_Gb1bin17_C_e,Gb1bin17_TF_co2_e_Gb1bin17_C_e,-0.9808810000005224,1000.0
Gb1bin17_TF_co_e_Gb1bin17_C_e,Gb1bin17_TF_co_e_Gb1bin17_C_e,-500.0,0.0
Gb1bin17_TF_coa_e_Gb1bin17_C_e,Gb1bin17_TF_coa_e_Gb1bin17_C_e,-0.0005759999999967458,0.0
Gb1bin17_TF_cobalt2_e_Gb1bin17_C_e,Gb1bin17_TF_cobalt2_e_Gb1bin17_C_e,-0.0001,0.0
Gb1bin17_TF_cu2_e_Gb1bin17_C_e,Gb1bin17_TF_cu2_e_Gb1bin17_C_e,-0.000709,0.0
Gb1bin17_TF_ddca_e_Gb1bin17_C_e,Gb1bin17_TF_ddca_e_Gb1bin17_C_e,-172.52671158234915,0.0
Gb1bin17_TF_etoh_e_Gb1bin17_C_e,Gb1bin17_TF_etoh_e_Gb1bin17_C_e,-1000.0,1000.0
Gb1bin17_TF_fe2_e_Gb1bin17_C_e,Gb1bin17_TF_fe2_e_Gb1bin17_C_e,0.0,0.195193
Gb1bin17_TF_fe3_e_Gb1bin17_C_e,Gb1bin17_TF_fe3_e_Gb1bin17_C_e,-1000.0,999.992192
Gb1bin17_TF_fe3pyovd_kt_e_Gb1bin17_C_e,Gb1bin17_TF_fe3pyovd_kt_e_Gb1bin17_C_e,-1000.0,999.992192
Gb1bin17_TF_fol_e_Gb1bin17_C_e,Gb1bin17_TF_fol_e_Gb1bin17_C_e,-0.0006689999999999752,0.0
Gb1bin17_TF_for_e_Gb1bin17_C_e,Gb1bin17_TF_for_e_Gb1bin17_C_e,-1000.0,0.0
Gb1bin17_TF_g3pg_e_Gb1bin17_C_e,Gb1bin17_TF_g3pg_e_Gb1bin17_C_e,-824.7825349373077,0.0
Gb1bin17_TF_galct__D_e_Gb1bin17_C_e,Gb1bin17_TF_galct__D_e_Gb1bin17_C_e,-500.53590425,0.0
Gb1bin17_TF_gam6p_e_Gb1bin17_C_e,Gb1bin17_TF_gam6p_e_Gb1bin17_C_e,0.0,824.7481567147399
Gb1bin17_TF_glc__D_e_Gb1bin17_C_e,Gb1bin17_TF_glc__D_e_Gb1bin17_C_e,-443.4575697333357,0.0
Gb1bin17_TF_glu__D_e_Gb1bin17_C_e,Gb1bin17_TF_glu__D_e_Gb1bin17_C_e,-0.1,0.0
Gb1bin17_TF_gly_asn__L_e_Gb1bin17_C_e,Gb1bin17_TF_gly_asn__L_e_Gb1bin17_C_e,-0.241055,0.0
Gb1bin17_TF_gly_glu__L_e_Gb1bin17_C_e,Gb1bin17_TF_gly_glu__L_e_Gb1bin17_C_e,-0.3064395000000717,0.0
Gb1bin17_TF_glyc_e_Gb1bin17_C_e,Gb1bin17_TF_glyc_e_Gb1bin17_C_e,0.0,824.7825349373077
Gb1bin17_TF_gmp_e_Gb1bin17_C_e,Gb1bin17_TF_gmp_e_Gb1bin17_C_e,-0.24211300000000002,0.0
Gb1bin17_TF_gthrd_e_Gb1bin17_C_e,Gb1bin17_TF_gthrd_e_Gb1bin17_C_e,-0.09158,0.0
Gb1bin17_TF_h2o2_e_Gb1bin17_C_e,Gb1bin17_TF_h2o2_e_Gb1bin17_C_e,-1000.0,0.0
Gb1bin17_TF_h2o_e_Gb1bin17_C_e,Gb1bin17_TF_h2o_e_Gb1bin17_C_e,-1000.0,1000.0
Gb1bin17_TF_h2s_e_Gb1bin17_C_e,Gb1bin17_TF_h2s_e_Gb1bin17_C_e,-0.004338,999.995662
Gb1bin17_TF_h_e_Gb1bin17_C_e,Gb1bin17_TF_h_e_Gb1bin17_C_e,-1000.0,694.2419869565215
Gb1bin17_TF_his__L_e_Gb1bin17_C_e,Gb1bin17_TF_his__L_e_Gb1bin17_C_e,-0.094738,0.0
Gb1bin17_TF_ile__L_e_Gb1bin17_C_e,Gb1bin17_TF_ile__L_e_Gb1bin17_C_e,-0.290529,0.0
Gb1bin17_TF_indole_e_Gb1bin17_C_e,Gb1bin17_TF_indole_e_Gb1bin17_C_e,0.0,0.0
Gb1bin17_TF_k_e_Gb1bin17_C_e,Gb1bin17_TF_k_e_Gb1bin17_C_e,-0.195193,0.0
Gb1bin17_TF_leu__L_e_Gb1bin17_C_e,Gb1bin17_TF_leu__L_e_Gb1bin17_C_e,-0.450531,0.0
Gb1bin17_TF_lys__L_e_Gb1bin17_C_e,Gb1bin17_TF_lys__L_e_Gb1bin17_C_e,-0.343161,0.0
Gb1bin17_TF_mal__D_e_Gb1bin17_C_e,Gb1bin17_TF_mal__D_e_Gb1bin17_C_e,-500.5359042499999,0.0
Gb1bin17_TF_mal__L_e_Gb1bin17_C_e,Gb1bin17_TF_mal__L_e_Gb1bin17_C_e,-0.005205,0.0
Gb1bin17_TF_malt_e_Gb1bin17_C_e,Gb1bin17_TF_malt_e_Gb1bin17_C_e,-255.84090561538704,0.0
Gb1bin17_TF_met__L_e_Gb1bin17_C_e,Gb1bin17_TF_met__L_e_Gb1bin17_C_e,-0.153909,0.0
Gb1bin17_TF_mg2_e_Gb1bin17_C_e,Gb1bin17_TF_mg2_e_Gb1bin17_C_e,-0.008675,0.0
Gb1bin17_TF_mn2_e_Gb1bin17_C_e,Gb1bin17_TF_mn2_e_Gb1bin17_C_e,-0.000691,0.0
Gb1bin17_TF_n2o_e_Gb1bin17_C_e,Gb1bin17_TF_n2o_e_Gb1bin17_C_e,0.0,500.0
Gb1bin17_TF_nac_e_Gb1bin17_C_e,Gb1bin17_TF_nac_e_Gb1bin17_C_e,-0.002278000000038305,0.44620700000009844
Gb1bin17_TF_nh4_e_Gb1bin17_C_e,Gb1bin17_TF_nh4_e_Gb1bin17_C_e,-827.3915836457697,780.5362176846156
Gb1bin17_TF_nmn_e_Gb1bin17_C_e,Gb1bin17_TF_nmn_e_Gb1bin17_C_e,-0.44848499999855135,0.0
Gb1bin17_TF_no2_e_Gb1bin17_C_e,Gb1bin17_TF_no2_e_Gb1bin17_C_e,-782.4174540692313,0.0
Gb1bin17_TF_no_e_Gb1bin17_C_e,Gb1bin17_TF_no_e_Gb1bin17_C_e,-1000.0,0.0
Gb1bin17_TF_o2_e_Gb1bin17_C_e,Gb1bin17_TF_o2_e_Gb1bin17_C_e,-1000.0,499.99132399999996
Gb1bin17_TF_orn_e_Gb1bin17_C_e,Gb1bin17_TF_orn_e_Gb1bin17_C_e,-406.8474400253165,0.0
Gb1bin17_TF_pacald_e_Gb1bin17_C_e,Gb1bin17_TF_pacald_e_Gb1bin17_C_e,0.0,1000.0
Gb1bin17_TF_pea_e_Gb1bin17_C_e,Gb1bin17_TF_pea_e_Gb1bin17_C_e,-1000.0,0.0
Gb1bin17_TF_phe__L_e_Gb1bin17_C_e,Gb1bin17_TF_phe__L_e_Gb1bin17_C_e,-0.185265,0.0
Gb1bin17_TF_pi_e_Gb1bin17_C_e,Gb1bin17_TF_pi_e_Gb1bin17_C_e,-511.6653401153901,0.0
Gb1bin17_TF_ppa_e_Gb1bin17_C_e,Gb1bin17_TF_ppa_e_Gb1bin17_C_e,-0.005205,0.0
Gb1bin17_TF_pro__L_e_Gb1bin17_C_e,Gb1bin17_TF_pro__L_e_Gb1bin17_C_e,-0.221055,0.0
Gb1bin17_TF_ptrc_e_Gb1bin17_C_e,Gb1bin17_TF_ptrc_e_Gb1bin17_C_e,0.0,406.5516480253202
Gb1bin17_TF_pyovd_kt_e_Gb1bin17_C_e,Gb1bin17_TF_pyovd_kt_e_Gb1bin17_C_e,-999.992192,1000.0
Gb1bin17_TF_rib__D_e_Gb1bin17_C_e,Gb1bin17_TF_rib__D_e_Gb1bin17_C_e,-0.34838499999821837,0.10010000000000001
Gb1bin17_TF_ribflv_e_Gb1bin17_C_e,Gb1bin17_TF_ribflv_e_Gb1bin17_C_e,-0.000446,0.0
Gb1bin17_TF_rmn_e_Gb1bin17_C_e,Gb1bin17_TF_rmn_e_Gb1bin17_C_e,0.0,0.0
Gb1bin17_TF_salchs4_e_Gb1bin17_C_e,Gb1bin17_TF_salchs4_e_Gb1bin17_C_e,0.0,0.201908
Gb1bin17_TF_salchs4fe_e_Gb1bin17_C_e,Gb1bin17_TF_salchs4fe_e_Gb1bin17_C_e,-0.201908,0.0
Gb1bin17_TF_sbt__D_e_Gb1bin17_C_e,Gb1bin17_TF_sbt__D_e_Gb1bin17_C_e,-917.0385031720417,0.0
Gb1bin17_TF_so3_e_Gb1bin17_C_e,Gb1bin17_TF_so3_e_Gb1bin17_C_e,0.0,1000.0
Gb1bin17_TF_succ_e_Gb1bin17_C_e,Gb1bin17_TF_succ_e_Gb1bin17_C_e,0.0,633.0524648193423
Gb1bin17_TF_tartr__D_e_Gb1bin17_C_e,Gb1bin17_TF_tartr__D_e_Gb1bin17_C_e,-334.2171730000002,0.0
Gb1bin17_TF_tartr__L_e_Gb1bin17_C_e,Gb1bin17_TF_tartr__L_e_Gb1bin17_C_e,-633.0524648193435,0.0
Gb1bin17_TF_thm_e_Gb1bin17_C_e,Gb1bin17_TF_thm_e_Gb1bin17_C_e,-0.00022299999999997322,0.0
Gb1bin17_TF_thr__L_e_Gb1bin17_C_e,Gb1bin17_TF_thr__L_e_Gb1bin17_C_e,-0.253687,0.0
Gb1bin17_TF_tol_e_Gb1bin17_C_e,Gb1bin17_TF_tol_e_Gb1bin17_C_e,0.0,0.0
Gb1bin17_TF_tre_e_Gb1bin17_C_e,Gb1bin17_TF_tre_e_Gb1bin17_C_e,-447.18410393277765,0.0
Gb1bin17_TF_trp__L_e_Gb1bin17_C_e,Gb1bin17_TF_trp__L_e_Gb1bin17_C_e,-0.056843,0.0
Gb1bin17_TF_tsul_e_Gb1bin17_C_e,Gb1bin17_TF_tsul_e_Gb1bin17_C_e,-1000.0,0.0
Gb1bin17_TF_ttdcea_e_Gb1bin17_C_e,Gb1bin17_TF_ttdcea_e_Gb1bin17_C_e,-169.19964350000004,0.0
Gb1bin17_TF_tyr__L_e_Gb1bin17_C_e,Gb1bin17_TF_tyr__L_e_Gb1bin17_C_e,-0.13789599999999996,0.0
